Population,Survey,Date,Easting,Northing,Latitude,Longitude,Vegetation,Bird Count
A,1,4/25/1997,515104,2827972,25 34.255,-80 50.967,Saw Grass+Muhly+Eleochris (wet grass),0
A,1,4/25/1997,516118,2827977,25 34.257,-80 50.361,Saw Grass+Muhly,0
A,1,4/30/1997,513123,2826972,25 33.714,-80 52.151,Saw Grass+Muhly,0
A,1,4/28/1997,514119,2826973,25 33.714,-80 51.556,Saw Grass,0
A,1,4/25/1997,515107,2826978,25 33.716,-80 50.966,Saw Grass,0
A,1,4/25/1997,516116,2826981,25 33.717,-80 50.363,Saw Grass,0
A,1,4/30/1997,513125,2825975,25 33.174,-80 52.150,Saw Grass,0
A,1,4/28/1997,514123,2825976,25 33.174,-80 51.554,Saw Grass,0
A,1,4/25/1997,515108,2825981,25 33.176,-80 50.966,Saw Grass,0
A,1,4/25/1997,516119,2825984,25 33.177,-80 50.362,Saw Grass,0
A,1,4/29/1997,513117,2846805,25 44.460,-80 52.143,Saw Grass+Eleochris (wet grass),0
A,1,4/29/1997,514111,2846806,25 44.460,-80 51.548,Saw Grass+Cypress+JU,0
A,1,4/29/1997,515106,2846811,25 44.462,-80 50.953,Muhly+Saw Grass,0
A,1,4/25/1997,516105,2846816,25 44.464,-80 50.355,Saw Grass+Eleochris (wet grass),0
A,1,4/29/1997,513116,2845805,25 43.918,-80 52.144,Muhly+Saw Grass,0
A,1,4/29/1997,514114,2845806,25 43.918,-80 51.547,Saw Grass+Eleochris (wet grass),0
A,1,4/28/1997,515110,2845807,25 43.918,-80 50.951,Muhly+Saw Grass,0
A,1,4/25/1997,516105,2845810,25 43.919,-80 50.356,Saw Grass+Muhly,2
A,1,4/29/1997,513122,2844812,25 43.380,-80 52.141,Saw Grass,0
A,1,4/29/1997,514115,2844816,25 43.382,-80 51.547,Saw Grass+JU,0
A,1,4/28/1997,515115,2844817,25 43.382,-80 50.949,Saw Grass+SE,0
A,1,4/25/1997,516109,2844819,25 43.382,-80 50.354,Saw Grass+Eleochris (wet grass),0
A,1,4/29/1997,513125,2843806,25 42.835,-80 52.140,Muhly+Saw Grass,0
A,1,4/29/1997,514118,2843809,25 42.836,-80 51.546,Muhly+Saw Grass,0
A,1,4/28/1997,515116,2843813,25 42.838,-80 50.949,Muhly+Saw Grass,0
A,1,4/25/1997,516112,2843816,25 42.839,-80 50.353,Muhly+Saw Grass,0
A,1,4/29/1997,513131,2842816,25 42.299,-80 52.137,Muhly+BT,2
A,1,4/29/1997,514125,2842821,25 42.301,-80 51.542,Muhly,2
A,1,4/28/1997,515119,2842822,25 42.301,-80 50.948,Muhly+Saw Grass,0
A,1,4/25/1997,516115,2842831,25 42.305,-80 50.352,Saw Grass+Muhly,0
A,1,4/29/1997,513133,2841816,25 41.757,-80 52.136,Mixed Prairie,2
A,1,4/29/1997,514130,2841821,25 41.759,-80 51.540,Mixed Prairie,2
A,1,4/28/1997,515125,2841826,25 41.761,-80 50.945,Saw Grass,0
A,1,4/25/1997,516120,2841831,25 41.763,-80 50.350,Saw Grass+Eleochris (wet grass)+PA,0
A,1,4/28/1997,513138,2840831,25 41.223,-80 52.134,Muhly,3
A,1,4/29/1997,514134,2840833,25 41.224,-80 51.538,Muhly+Saw Grass,0
A,1,4/28/1997,515129,2840838,25 41.226,-80 50.943,Saw Grass+Muhly+SE,0
A,1,4/25/1997,516121,2840839,25 41.226,-80 50.350,Saw Grass+Muhly+BT,0
A,1,4/29/1997,513140,2839827,25 40.679,-80 52.133,Muhly+BT+Saw Grass,0
A,1,4/29/1997,514134,2839831,25 40.681,-80 51.539,Saw Grass,0
A,1,4/28/1997,515130,2839834,25 40.682,-80 50.943,Muhly+Saw Grass,0
A,1,4/25/1997,516126,2839837,25 40.683,-80 50.348,Muhly+Saw Grass,0
A,1,4/29/1997,513140,2838828,25 40.138,-80 52.134,JU+Saw Grass,0
A,1,4/29/1997,514136,2838835,25 40.141,-80 51.538,Saw Grass,0
A,1,4/28/1997,515132,2838832,25 40.139,-80 50.943,Muhly,0
A,1,4/25/1997,516125,2838839,25 40.142,-80 50.349,Saw Grass,0
A,1,4/28/1997,513142,2837833,25 39.599,-80 52.133,Muhly,0
A,1,4/29/1997,514139,2837838,25 39.601,-80 51.537,Muhly+Saw Grass,0
A,1,4/28/1997,515133,2837837,25 39.600,-80 50.943,Saw Grass+Muhly,0
A,1,4/25/1997,516128,2837842,25 39.602,-80 50.348,Saw Grass+Eleochris (wet grass),0
A,1,4/29/1997,513147,2836831,25 39.056,-80 52.131,Saw Grass+Muhly,0
A,1,4/29/1997,514140,2836832,25 39.056,-80 51.537,Saw Grass+Muhly,0
A,1,4/28/1997,515137,2836835,25 39.057,-80 50.941,Saw Grass+Muhly,0
A,1,4/25/1997,516129,2836842,25 39.060,-80 50.348,Muhly+Saw Grass,0
A,1,4/29/1997,513149,2835842,25 38.520,-80 52.130,Saw Grass+JU,0
A,1,4/29/1997,514146,2835843,25 38.520,-80 51.534,Saw Grass+JU,0
A,1,4/28/1997,515140,2835844,25 38.520,-80 50.940,Saw Grass,0
A,1,4/25/1997,516132,2835847,25 38.521,-80 50.347,Saw Grass+Eleochris (wet grass),0
A,1,4/29/1997,513152,2834849,25 37.982,-80 52.129,Muhly,0
A,1,4/29/1997,514147,2834850,25 37.982,-80 51.534,Saw Grass,0
A,1,4/28/1997,515143,2834849,25 37.981,-80 50.939,Saw Grass+Muhly,0
A,1,4/25/1997,516135,2834852,25 37.982,-80 50.346,Saw Grass+Eleochris (wet grass),0
A,1,6/1/1998,482476,2847814,25 45.004,-81 10.474,Eleochris (wet grass)+CA,0
A,1,6/1/1998,483470,2847813,25 45.004,-81 09.879,Eleochris (wet grass),0
A,1,6/1/1998,484458,2845811,25 43.920,-81 09.287,SA+Eleochris (wet grass)+PS,0
A,1,6/1/1998,484472,2844820,25 43.383,-81 09.278,Eleochris (wet grass)+Pines+Saw Grass,0
A,1,5/29/1998,491292,2841818,25 41.760,-81 05.197,Saw Grass+BT,1
A,1,5/29/1998,494287,2837843,25 39.607,-81 03.405,Saw Grass,0
A,1,5/29/1998,493308,2836839,25 39.063,-81 03.990,Eleochris (wet grass),0
A,1,5/29/1998,494290,2836842,25 39.065,-81 03.403,Eleochris (wet grass)+Saw Grass+RC,0
A,1,5/29/1998,495297,2836849,25 39.069,-81 02.801,Saw Grass+Eleochris (wet grass),0
A,1,5/28/1998,494291,2835851,25 38.528,-81 03.402,Eleochris (wet grass)+LI,0
A,1,5/28/1998,495304,2835851,25 38.528,-81 02.797,Mixed Prairie,0
A,1,5/28/1998,496289,2834865,25 37.994,-81 02.208,Eleochris (wet grass)+LI+PS,0
A,1,5/19/1998,506180,2833960,25 37.503,-80 56.296,Eleochris (wet grass)+BA+LI,0
A,1,5/19/1998,507174,2833964,25 37.505,-80 55.702,Mixed Prairie,0
A,1,5/18/1998,508168,2833963,25 37.504,-80 55.108,Eleochris (wet grass)+Saw Grass,0
A,1,5/18/1998,509177,2833965,25 37.505,-80 54.505,Saw Grass+Eleochris (wet grass),0
A,1,5/15/1998,510173,2833968,25 37.506,-80 53.910,Muhly+Saw Grass+BT,0
A,1,5/14/1998,511172,2833970,25 37.507,-80 53.313,Saw Grass,0
A,1,5/14/1998,512154,2833964,25 37.503,-80 52.726,Saw Grass+Eleochris (wet grass)+RC,0
A,1,5/19/1998,506186,2832952,25 36.957,-80 56.293,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/19/1998,507180,2832951,25 36.956,-80 55.699,Eleochris (wet grass),0
A,1,5/18/1998,508172,2832951,25 36.956,-80 55.106,Eleochris (wet grass)+Saw Grass,0
A,1,5/18/1998,509183,2832952,25 36.956,-80 54.502,Saw Grass,0
A,1,5/15/1998,510177,2832955,25 36.957,-80 53.908,Mixed Prairie,0
A,1,5/14/1998,511174,2832955,25 36.957,-80 53.312,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,512156,2832951,25 36.954,-80 52.725,Saw Grass+Eleochris (wet grass),0
A,1,5/19/1998,506190,2831957,25 36.418,-80 56.291,Mixed Prairie,0
A,1,5/19/1998,507182,2831958,25 36.418,-80 55.698,Eleochris (wet grass)+Saw Grass,0
A,1,5/18/1998,508179,2831958,25 36.418,-80 55.102,Mixed Prairie,0
A,1,5/18/1998,509184,2831959,25 36.418,-80 54.502,Eleochris (wet grass),0
A,1,5/15/1998,510181,2831963,25 36.420,-80 53.906,Saw Grass+Muhly+Eleochris (wet grass),0
A,1,5/14/1998,511178,2831964,25 36.420,-80 53.310,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,512159,2831958,25 36.416,-80 52.724,Saw Grass+RC,0
A,1,5/19/1998,506194,2830964,25 35.880,-80 56.289,Eleochris (wet grass),0
A,1,5/19/1998,507186,2830963,25 35.879,-80 55.696,Eleochris (wet grass),0
A,1,5/18/1998,508183,2830964,25 35.879,-80 55.100,Saw Grass,0
A,1,5/18/1998,509191,2830964,25 35.879,-80 54.498,Saw Grass,0
A,1,5/15/1998,510188,2830969,25 35.881,-80 53.902,Saw Grass,0
A,1,5/14/1998,511179,2830968,25 35.880,-80 53.310,Mixed Prairie,0
A,1,5/14/1998,512162,2830961,25 35.876,-80 52.723,Saw Grass+BT,0
A,1,5/19/1998,506196,2829960,25 35.336,-80 56.288,Eleochris (wet grass),0
A,1,5/19/1998,507192,2829961,25 35.336,-80 55.693,Eleochris (wet grass)+Saw Grass,0
A,1,5/18/1998,508191,2829960,25 35.335,-80 55.096,Saw Grass+Eleochris (wet grass),0
A,1,5/18/1998,509195,2829960,25 35.335,-80 54.496,Mixed Prairie,0
A,1,5/15/1998,510191,2829963,25 35.336,-80 53.901,BT+Muhly+Saw Grass,0
A,1,5/15/1998,511180,2829964,25 35.336,-80 53.310,Saw Grass+Muhly,0
A,1,5/14/1998,512166,2829961,25 35.334,-80 52.721,Saw Grass,0
A,1,5/19/1998,506201,2828964,25 34.796,-80 56.285,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/19/1998,507195,2828968,25 34.798,-80 55.691,Eleochris (wet grass),0
A,1,5/18/1998,508196,2828970,25 34.799,-80 55.093,Saw Grass,0
A,1,5/18/1998,509202,2828971,25 34.799,-80 54.492,Saw Grass,0
A,1,5/15/1998,510195,2828972,25 34.799,-80 53.899,Saw Grass+Muhly,0
A,1,5/15/1998,511186,2828974,25 34.800,-80 53.307,BT+Saw Grass+Muhly,0
A,1,5/15/1998,512170,2828968,25 34.796,-80 52.719,Saw Grass+BT,0
A,1,5/19/1998,506208,2827963,25 34.254,-80 56.281,Mixed Prairie,0
A,1,5/19/1998,507203,2827964,25 34.254,-80 55.687,Saw Grass,0
A,1,5/18/1998,508202,2827963,25 34.253,-80 55.090,Saw Grass,0
A,1,5/18/1998,509206,2827967,25 34.255,-80 54.490,Mixed Prairie,0
A,1,5/15/1998,510202,2827970,25 34.256,-80 53.895,Saw Grass+BT+Muhly,0
A,1,5/15/1998,511190,2827967,25 34.254,-80 53.305,Saw Grass+Muhly,1
A,1,5/15/1998,512174,2827964,25 34.252,-80 52.717,Saw Grass,0
A,1,5/19/1998,506216,2826967,25 33.714,-80 56.277,Saw Grass+Eleochris (wet grass),0
A,1,5/19/1998,507205,2826969,25 33.715,-80 55.686,Eleochris (wet grass),0
A,1,5/18/1998,508206,2826972,25 33.716,-80 55.088,Mixed Prairie,0
A,1,5/18/1998,509207,2826968,25 33.714,-80 54.490,Saw Grass,0
A,1,5/15/1998,510205,2826971,25 33.715,-80 53.894,Mixed Prairie,0
A,1,5/15/1998,511191,2826976,25 33.717,-80 53.305,Eleochris (wet grass)+Saw Grass,0
A,1,5/15/1998,512177,2826973,25 33.715,-80 52.716,Saw Grass+BT,0
A,1,5/19/1998,506218,2825970,25 33.174,-80 56.276,Eleochris (wet grass),0
A,1,5/19/1998,507207,2825971,25 33.174,-80 55.685,Saw Grass+Eleochris (wet grass),0
A,1,5/18/1998,508210,2825971,25 33.174,-80 55.086,Mixed Prairie,0
A,1,5/18/1998,509211,2825970,25 33.173,-80 54.488,Saw Grass,0
A,1,5/15/1998,510207,2825973,25 33.174,-80 53.893,Saw Grass+Eleochris (wet grass),0
A,1,5/15/1998,511193,2825973,25 33.174,-80 53.304,Mixed Prairie,0
A,1,5/14/1998,512178,2825972,25 33.173,-80 52.716,BT+Saw Grass,0
A,1,5/19/1998,506218,2824968,25 32.631,-80 56.276,Saw Grass,0
A,1,5/19/1998,507209,2824968,25 32.631,-80 55.684,Eleochris (wet grass),0
A,1,5/18/1998,508212,2824969,25 32.631,-80 55.085,Saw Grass,0
A,1,5/18/1998,509212,2824972,25 32.632,-80 54.488,Saw Grass+Eleochris (wet grass),0
A,1,5/15/1998,510208,2824970,25 32.631,-80 53.893,Mixed Prairie,0
A,1,5/15/1998,511191,2824975,25 32.633,-80 53.306,Saw Grass+BT,0
A,1,5/14/1998,512177,2824970,25 32.630,-80 52.717,Saw Grass,0
A,1,5/20/1998,506222,2823960,25 32.085,-80 56.274,Saw Grass+Eleochris (wet grass),0
A,1,5/18/1998,507213,2823963,25 32.086,-80 55.682,Saw Grass,0
A,1,5/18/1998,508216,2823961,25 32.085,-80 55.083,Saw Grass,0
A,1,5/18/1998,509218,2823964,25 32.086,-80 54.485,Mixed Prairie,0
A,1,5/15/1998,510212,2823965,25 32.086,-80 53.891,Saw Grass+Muhly,0
A,1,5/15/1998,511193,2823965,25 32.086,-80 53.305,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,512190,2823970,25 32.088,-80 52.710,Saw Grass+Eleochris (wet grass),0
A,1,5/20/1998,506224,2822973,25 31.550,-80 56.273,RC+Saw Grass,0
A,1,5/18/1998,507217,2822973,25 31.550,-80 55.680,Mixed Prairie,0
A,1,5/18/1998,508222,2822976,25 31.551,-80 55.080,Mixed Prairie,0
A,1,5/15/1998,509220,2822976,25 31.551,-80 54.484,Saw Grass,0
A,1,5/14/1998,510216,2822979,25 31.552,-80 53.889,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,511198,2822978,25 31.551,-80 53.303,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,512192,2822983,25 31.553,-80 52.709,Saw Grass+Eleochris (wet grass),0
A,1,5/20/1998,506230,2821982,25 31.013,-80 56.270,Saw Grass+Eleochris (wet grass),0
A,1,5/18/1998,508226,2821990,25 31.017,-80 55.078,Saw Grass,0
A,1,5/15/1998,509227,2821993,25 31.018,-80 54.480,Saw Grass,0
A,1,5/15/1998,510220,2821999,25 31.021,-80 53.887,Saw Grass+Eleochris (wet grass),0
A,1,6/2/1998,472584,2859811,25 51.495,-81 16.407,Sparina (cord grass)+Eleochris (wet grass),0
A,1,6/2/1998,475511,2857770,25 50.392,-81 14.652,Saw Grass+RC,0
A,1,6/1/1998,478487,2855784,25 49.319,-81 12.868,Saw Grass+Pines+RC,0
A,1,6/1/1998,478491,2854787,25 48.779,-81 12.865,Eleochris (wet grass)+LI,0
A,1,6/1/1998,479493,2854789,25 48.781,-81 12.265,Mixed Prairie+Cypress,0
A,1,6/1/1998,478494,2853791,25 48.239,-81 12.862,Eleochris (wet grass),0
A,1,6/1/1998,482506,2848824,25 45.551,-81 10.457,Eleochris (wet grass),0
A,1,6/1/1998,483505,2848824,25 45.552,-81 09.859,Saw Grass+Eleochris (wet grass)+Cypress,0
A,1,5/28/1998,496243,2833959,25 37.503,-81 02.235,Eleochris (wet grass)+LI,0
A,1,5/28/1998,497266,2833959,25 37.503,-81 01.624,Eleochris (wet grass)+LI,0
A,1,5/28/1998,496250,2832944,25 36.953,-81 02.231,Saw Grass+Eleochris (wet grass)+LI,0
A,1,5/26/1998,511152,2846812,25 44.465,-80 53.318,Mixed Prairie,0
A,1,5/26/1998,512157,2846813,25 44.465,-80 52.717,Eleochris (wet grass),0
A,1,5/27/1998,508151,2845810,25 43.923,-80 55.114,Saw Grass+Cypress,0
A,1,5/26/1998,510157,2845811,25 43.923,-80 53.914,Mixed Prairie,0
A,1,5/26/1998,511153,2845810,25 43.922,-80 53.318,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/26/1998,512160,2845813,25 43.923,-80 52.716,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/28/1998,506165,2844823,25 43.389,-80 56.302,BT+Saw Grass,0
A,1,5/28/1998,507162,2844822,25 43.388,-80 55.706,Mixed Prairie,0
A,1,5/27/1998,509160,2844821,25 43.387,-80 54.511,Saw Grass+Cypress+Hardwood Hammock,0
A,1,5/26/1998,510161,2844824,25 43.388,-80 53.912,Eleochris (wet grass)+Saw Grass,0
A,1,5/26/1998,511154,2844823,25 43.387,-80 53.318,Mixed Prairie,0
A,1,5/26/1998,512159,2844822,25 43.386,-80 52.717,Saw Grass,0
A,1,5/28/1998,506167,2843819,25 42.845,-80 56.301,BA+Mixed Prairie+Cypress,0
A,1,5/27/1998,507164,2843818,25 42.844,-80 55.705,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,508157,2843817,25 42.843,-80 55.111,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,509162,2843815,25 42.842,-80 54.510,BT+Eleochris (wet grass)+Saw Grass,0
A,1,5/26/1998,510160,2843820,25 42.844,-80 53.913,Mixed Prairie+Saw Grass,2
A,1,5/26/1998,511158,2843819,25 42.843,-80 53.316,Saw Grass+Mixed Prairie,0
A,1,5/26/1998,512158,2843820,25 42.843,-80 52.718,Mixed Prairie,0
A,1,5/27/1998,507166,2842829,25 42.308,-80 55.704,Saw Grass+Pines+Eleochris (wet grass),0
A,1,5/27/1998,508159,2842831,25 42.309,-80 55.110,Mixed Prairie,0
A,1,5/27/1998,509163,2842832,25 42.309,-80 54.510,Mixed Prairie,0
A,1,5/27/1998,510164,2842834,25 42.310,-80 53.911,Saw Grass,0
A,1,5/26/1998,511157,2842833,25 42.309,-80 53.317,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/26/1998,512162,2842834,25 42.309,-80 52.716,BT+Saw Grass+Pines,0
A,1,5/28/1998,505165,2841822,25 41.763,-80 56.901,Saw Grass+Eleochris (wet grass),0
A,1,5/28/1998,506168,2841822,25 41.763,-80 56.301,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,507167,2841821,25 41.762,-80 55.704,Mixed Prairie,0
A,1,5/27/1998,508163,2841821,25 41.762,-80 55.108,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,509165,2841822,25 41.762,-80 54.509,Saw Grass,0
A,1,5/27/1998,510163,2841825,25 41.763,-80 53.912,Eleochris (wet grass)+Saw Grass,0
A,1,5/26/1998,511162,2841825,25 41.763,-80 53.315,Eleochris (wet grass),0
A,1,5/26/1998,512163,2841824,25 41.762,-80 52.716,Mixed Prairie+Saw Grass,0
A,1,5/28/1998,505170,2840842,25 41.232,-80 56.898,Saw Grass+Pines+Eleochris (wet grass),0
A,1,5/28/1998,506172,2840842,25 41.232,-80 56.299,Saw Grass+Eleochris (wet grass)+LI,0
A,1,5/27/1998,507169,2840843,25 41.232,-80 55.703,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,508164,2840841,25 41.231,-80 55.108,Saw Grass,0
A,1,5/27/1998,509167,2840842,25 41.231,-80 54.508,Eleochris (wet grass)+Saw Grass+LI,0
A,1,5/27/1998,510169,2840843,25 41.231,-80 53.909,Mixed Prairie,0
A,1,5/26/1998,511164,2840845,25 41.232,-80 53.314,Mixed Prairie,0
A,1,5/26/1998,512169,2840846,25 41.232,-80 52.713,Saw Grass,0
A,1,5/28/1998,505174,2839838,25 40.688,-80 56.896,Eleochris (wet grass)+Saw Grass,0
A,1,5/28/1998,506174,2839838,25 40.688,-80 56.298,Saw Grass+Eleochris (wet grass),0
A,1,5/27/1998,507171,2839842,25 40.690,-80 55.702,Saw Grass+Eleochris (wet grass)+LI,0
A,1,5/27/1998,508168,2839841,25 40.689,-80 55.106,Eleochris (wet grass),0
A,1,5/27/1998,509171,2839845,25 40.691,-80 54.506,Mixed Prairie,0
A,1,5/27/1998,510172,2839848,25 40.692,-80 53.908,Mixed Prairie,0
A,1,5/26/1998,511165,2839852,25 40.694,-80 53.314,Saw Grass+Muhly+LI,0
A,1,5/26/1998,512168,2839851,25 40.693,-80 52.714,BT+Saw Grass,0
A,1,5/21/1998,505178,2838834,25 40.144,-80 56.894,LI,0
A,1,5/21/1998,506180,2838836,25 40.145,-80 56.295,Eleochris (wet grass)+Saw Grass,0
A,1,5/21/1998,507175,2838836,25 40.145,-80 55.700,Saw Grass+RC,0
A,1,5/21/1998,508175,2838835,25 40.144,-80 55.102,Eleochris (wet grass)+Saw Grass,0
A,1,5/27/1998,509175,2838839,25 40.146,-80 54.504,Saw Grass,0
A,1,5/27/1998,510174,2838842,25 40.147,-80 53.907,Eleochris (wet grass)+Saw Grass,0
A,1,5/26/1998,511166,2838843,25 40.147,-80 53.314,Saw Grass,0
A,1,5/26/1998,512169,2838847,25 40.149,-80 52.714,Saw Grass+Mixed Prairie,0
A,1,5/21/1998,505183,2837835,25 39.603,-80 56.891,Eleochris (wet grass)+Pines,0
A,1,5/21/1998,506184,2837837,25 39.604,-80 56.293,Saw Grass+RC,0
A,1,5/21/1998,507177,2837838,25 39.604,-80 55.699,Eleochris (wet grass)+Saw Grass,0
A,1,5/21/1998,508179,2837840,25 39.605,-80 55.100,Saw Grass+RC,0
A,1,5/21/1998,509180,2837839,25 39.604,-80 54.502,Saw Grass+Eleochris (wet grass),0
A,1,5/21/1998,510176,2837840,25 39.604,-80 53.906,Saw Grass+RC,0
A,1,5/21/1998,511167,2837844,25 39.606,-80 53.314,Eleochris (wet grass)+Saw Grass,0
A,1,5/21/1998,512172,2837845,25 39.606,-80 52.713,Saw Grass+RC,0
A,1,5/20/1998,505189,2836833,25 39.060,-80 56.888,Saw Grass+Eleochris (wet grass),0
A,1,5/21/1998,506187,2836835,25 39.061,-80 56.291,Saw Grass+RC,0
A,1,5/21/1998,507184,2836836,25 39.061,-80 55.695,Eleochris (wet grass)+Pines+Saw Grass,0
A,1,5/21/1998,508183,2836838,25 39.062,-80 55.098,Saw Grass+RC,0
A,1,5/21/1998,509182,2836839,25 39.062,-80 54.501,Eleochris (wet grass)+Saw Grass,0
A,1,5/21/1998,511168,2836846,25 39.065,-80 53.314,Mixed Prairie,0
A,1,5/21/1998,512170,2836849,25 39.066,-80 52.715,Saw Grass,0
A,1,5/20/1998,505193,2835847,25 38.526,-80 56.886,Saw Grass,0
A,1,5/20/1998,507183,2835848,25 38.526,-80 55.696,Eleochris (wet grass)+Saw Grass,0
A,1,5/20/1998,508179,2835838,25 38.520,-80 55.101,Saw Grass+Eleochris (wet grass)+LI,0
A,1,5/20/1998,509176,2835840,25 38.521,-80 54.505,Saw Grass+RC,0
A,1,5/20/1998,510178,2835847,25 38.524,-80 53.906,Saw Grass+Eleochris (wet grass),0
A,1,5/20/1998,511165,2835847,25 38.524,-80 53.316,Eleochris (wet grass)+Saw Grass,0
A,1,5/20/1998,512167,2835848,25 38.524,-80 52.717,Saw Grass+RC,0
A,1,5/20/1998,503195,2834848,25 37.985,-80 58.080,Eleochris (wet grass)+Saw Grass+Pines,0
A,1,5/20/1998,504191,2834850,25 37.986,-80 57.485,RC+Saw Grass,0
A,1,5/20/1998,505195,2834856,25 37.989,-80 56.885,Saw Grass+Eleochris (wet grass),0
A,1,5/20/1998,506192,2834853,25 37.987,-80 56.289,Saw Grass+Eleochris (wet grass)+Pines,0
A,1,5/20/1998,507184,2834855,25 37.988,-80 55.696,RC+Saw Grass,0
A,1,5/20/1998,508186,2834856,25 37.988,-80 55.097,Mixed Prairie,0
A,1,5/20/1998,509188,2834858,25 37.989,-80 54.498,Saw Grass+RC+Eleochris (wet grass),0
A,1,5/20/1998,510177,2834857,25 37.988,-80 53.907,Mixed Prairie,0
A,1,5/20/1998,511164,2834858,25 37.988,-80 53.317,Saw Grass+Eleochris (wet grass),0
A,1,5/20/1998,512163,2834863,25 37.990,-80 52.720,Saw Grass+Eleochris (wet grass),0
A,1,6/2/1998,465656,2864698,25 54.134,-81 20.563,JU+Eleochris (wet grass),0
A,1,6/2/1998,466652,2863688,25 53.588,-81 19.965,RC+Mangrove,0
A,1,6/2/1998,467639,2863691,25 53.591,-81 19.374,Eleochris (wet grass)+Sparina (cord grass),0
A,1,6/2/1998,468634,2863689,25 53.591,-81 18.778,RC,0
A,1,6/2/1998,468640,2862692,25 53.051,-81 18.773,Eleochris (wet grass)+CA,0
A,1,6/2/1998,469645,2862695,25 53.054,-81 18.171,RC+Saw Grass,0
A,1,5/8/1998,513114,2833956,25 37.498,-80 52.152,Mixed Prairie,0
A,1,5/13/1998,514116,2833955,25 37.497,-80 51.553,Saw Grass+Muhly+Eleochris (wet grass),0
A,1,5/13/1998,515102,2833960,25 37.499,-80 50.964,Saw Grass,0
A,1,5/13/1998,516114,2833959,25 37.498,-80 50.359,Saw Grass+Eleochris (wet grass),0
A,1,5/8/1998,513115,2832944,25 36.950,-80 52.152,Muhly+Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,514116,2832949,25 36.952,-80 51.554,Saw Grass+BT,0
A,1,5/13/1998,515100,2832952,25 36.953,-80 50.966,Mixed Prairie,0
A,1,5/13/1998,516116,2832959,25 36.956,-80 50.359,Saw Grass,0
A,1,5/8/1998,513113,2831957,25 36.415,-80 52.154,Muhly+BT,0
A,1,5/13/1998,514117,2831960,25 36.416,-80 51.554,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,515101,2831966,25 36.419,-80 50.966,Saw Grass+Eleochris (wet grass),0
A,1,5/8/1998,513117,2830962,25 35.876,-80 52.152,Saw Grass,0
A,1,5/14/1998,514118,2830967,25 35.878,-80 51.554,BT+Saw Grass,0
A,1,5/13/1998,515104,2830973,25 35.881,-80 50.965,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,516113,2830978,25 35.883,-80 50.362,Saw Grass+Eleochris (wet grass),0
A,1,5/14/1998,513120,2829962,25 35.334,-80 52.151,Muhly+BT+Saw Grass,0
A,1,5/14/1998,514119,2829963,25 35.334,-80 51.554,Saw Grass,0
A,1,5/13/1998,515105,2829967,25 35.336,-80 50.965,Saw Grass,0
A,1,5/13/1998,516116,2829972,25 35.338,-80 50.361,Saw Grass+Mixed Prairie,0
A,1,5/14/1998,513121,2828967,25 34.795,-80 52.151,Saw Grass,0
A,1,5/14/1998,514120,2828968,25 34.795,-80 51.554,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,515106,2828973,25 34.797,-80 50.965,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,516117,2828978,25 34.799,-80 50.361,Eleochris (wet grass)+Saw Grass,0
A,1,5/14/1998,513120,2827963,25 34.251,-80 52.152,Saw Grass+BT,0
A,1,5/14/1998,514121,2827969,25 34.254,-80 51.554,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,515104,2827972,25 34.255,-80 50.967,Saw Grass+Eleochris (wet grass)+Muhly,0
A,1,5/13/1998,516118,2827977,25 34.257,-80 50.361,Saw Grass+Muhly,0
A,1,5/14/1998,513123,2826972,25 33.714,-80 52.151,Saw Grass,0
A,1,5/14/1998,514119,2826973,25 33.714,-80 51.556,Eleochris (wet grass)+Saw Grass,0
A,1,5/13/1998,515107,2826978,25 33.716,-80 50.966,Saw Grass,0
A,1,5/13/1998,516116,2826981,25 33.717,-80 50.363,Saw Grass,0
A,1,5/14/1998,513125,2825975,25 33.174,-80 52.150,Saw Grass,0
A,1,5/14/1998,514123,2825976,25 33.174,-80 51.554,Saw Grass,0
A,1,5/13/1998,515108,2825981,25 33.176,-80 50.966,Saw Grass+Eleochris (wet grass),0
A,1,5/13/1998,516119,2825984,25 33.177,-80 50.362,Mixed Prairie,0
