STATION,LOGNUM,WATERBODY,Town,SITEDIR,ECOREGION,BiophysicalRegion,HUC.EIGHT,Class,SAMPLEMETHOD,WIDTH,DEPTH,FLOW,THERMO,SPC,DO,I01,I02,I03,I04,I05,I06,I07,I08,I09,I11,I12,I13,I15,I17,I18,I19,I21,I23,I25,I26,I28,I30,PA1,PB1,PC1,PNA1,PABC,PNA,PAB,PCNA,PA,PBCNA
149,320,Carleton Stream,Blue Hill,Below Third Pond; 12 m above Rt. 176-15 crossing,e,Penobscot Bay Region,1050002,A,Basket or Artificial Substrate,2.7,30.5,27.96,23.5,,7.300000191,58.667,27,10,12.333,3.949,3.269,0.199,0.37,2.333,7.333,1.3,0,9.667,3,0.21,13,0,0.111,7.667,19,0.429,0.286,0.91,0.089,0.001,0,1,0,1,0,0.992,0.008
150,321,Carleton Stream,Blue Hill,Below Second Pond : below mine site,e,Penobscot Bay Region,1050002,NA,Basket or Artificial Substrate,1.2,25.4,25.93,26.2,,9.199999809,747,16,1.667,0.333,1.044,6.665,0.021,0.25,58.302,13.698,2.25,0,0,0,0,9,0,0.063,14.72,0,0.143,0.143,0,0.002,0.021,0.977,0,1,0,1,0.012,0.988
73,322,Sheepscot River,Whitefield,"Below Coopers Mills Dam, above Rt. 32",e,Central Interior,1050003,B,Basket or Artificial Substrate,6.1,60.9,28.98,26,,,960,38,18.667,37.333,2.916,4.076,0.131,0.368,265.333,5.333,1.214,0,18.667,8,0.039,17,0,0.053,10.667,22.93,0.643,0.571,0.358,0.614,0.028,0,1,0,0.997,0.003,0.901,0.099
151,323,Piscataquis River,Dover-Foxcroft,0.24 km below Lower dam: above Dover - Foxcroft POTW,e,Western Foothills,1020004,B,Basket or Artificial Substrate,53.4,76.1,86.41,23,,,5277.333,37,12,526.667,2.794,3.376,0.08,0.432,826.932,167.735,1.125,0,12,200.261,0.1,18,0,0.054,174.64,129.333,0.786,0.286,0.11,0.774,0.117,0,1,0,0.983,0.017,0.107,0.893
152,324,Piscataquis River,Dover-Foxcroft,1 km below Dover - Foxcroft POTW,e,Western Foothills,1020004,A,Basket or Artificial Substrate,9.1,70.1,49.82,25,,,712,27,18.667,174.667,3.072,3.611,0.066,0.333,281.533,15.8,1.778,0,18.667,5.333,0.245,16,0,0.074,33.134,107.492,0.714,0.286,0.429,0.549,0.022,0,1,0,0.998,0.002,0.594,0.406
33,325,Wilson Stream,Wilton,0.3 km below Wilson Pond Outlet,w,Western Mountains,1030003,C,Basket or Artificial Substrate,5.5,50.8,50.81,23,,,2792,25,42.667,12,1.982,4.014,0.023,0.56,715.405,128.595,0.714,0,42.667,5.447,0.004,10,0,0.08,132.681,1.333,0.357,0.143,0.072,0.706,0.218,0.003,1,0,0.497,0.503,0.013,0.987
34,326,Wilson Stream,Wilton,0.96 km below Wilton Tannery (closed) discharge,e,Western Mountains,1030003,B,Basket or Artificial Substrate,15.2,35.5,53.38,19,,,1928,46,29.333,368,3.568,4.19,0.25,0.413,716.742,114.094,1,0.002,26.667,137.504,0.191,19,0,0.065,126.721,114.807,0.714,0.286,0.197,0.744,0.059,0,1,0,0.997,0.003,0.165,0.835
96,327,Caribou Stream,Caribou,7m below Rt. 164 bridge,e,Aroostook Lowlands,1010004,A,Basket or Artificial Substrate,9.1,60.9,68.63,21,,,429.333,37,14.667,118.667,3.315,4.454,0.23,0.432,162.667,17.333,1.125,0.003,5.333,4.485,0.276,18,0,0.135,78.626,16,0.929,0.143,0.39,0.579,0.031,0,1,0,0.999,0.001,0.349,0.651
153,328,Little Madawaska River,Caribou,above Loring Air Force Base,e,Aroostook Lowlands,1010004,A,Basket or Artificial Substrate,27.4,100,58.46,21.5,,,235.667,44,12.333,42.667,3.384,4.046,0.201,0.386,99.476,12.519,1.353,0.004,7.333,9.875,0.181,23,0,0.114,42.826,9.912,1,0.571,0.72,0.275,0.005,0,1,0,1,0,0.997,0.003
154,329,Squa Pan Stream,Masardis,Below Squa Pan lake outlet,e,Aroostook Hills,1010004,C,Basket or Artificial Substrate,3.7,45.7,65.07,21,,,828,19,2.667,24,2.121,4.291,0.111,0.421,530.499,88.167,1.125,0.002,0,1.373,0.029,9,1.373,0.053,143.093,0,0.357,0,0.032,0.409,0.546,0.013,1,0,0.033,0.967,0.005,0.995
2,330,South Branch Meduxnekeag River,Houlton,Above Houlton POTW,e,Aroostook Lowlands,1010005,A,Basket or Artificial Substrate,15.2,50.8,74.22,23,,,96,28,4.333,44.333,3.751,4.022,0.243,0.393,14,4.333,1.455,0,4.333,0.667,0.462,16,0,0.071,18.333,21,0.786,0.286,0.687,0.294,0.018,0,1,0,1,0,0.949,0.051
1,331,Meduxnekeag,Houlton,Below Houlton POTW,e,Aroostook Lowlands,1010005,A,Basket or Artificial Substrate,22.9,50.8,66.08,23.5,,,360,51,13,239.333,4.04,2.929,0.075,0.373,3,5.333,0.947,0.005,12.333,5.571,0.665,18,0,0.059,16.476,69.261,0.857,0.143,0.936,0.064,0,0,1,0,1,0,0.994,0.006
52,332,Salmon Falls River,Berwick,50 m below Berwick POTW,s,Southwest Interior,1060003,,Basket or Artificial Substrate,10.7,60.9,36.09,25,,,4292,38,4,232,3.379,4.125,0.268,0.474,1153.866,415.392,0.889,0.001,4,447.045,0.054,16,0,0.026,445.481,136,0.5,0.143,0.013,0.333,0.654,0,1,0,0.058,0.942,0.008,0.992
155,333,Pleasant River,Windham,Above Pope Rd. bridge,s,Southwest Interior,1060001,,Basket or Artificial Substrate,9.1,60.9,66.08,,,,836,24,20,124,3.577,4.022,0.273,0.417,184,60,1,0,20,0,0.148,10,0,0.083,72.214,24,0.429,0.429,0.271,0.672,0.057,0,1,0,0.943,0.057,0.37,0.63
156,334,Royal River,New Gloucester,.15 km below Bald Hill Rd. crossing,e,Southwest Interior,1060001,B,Basket or Artificial Substrate,4.6,45.7,34.57,22.5,,,526.5,32,2.5,8,2.553,4.19,0.279,0.375,233.477,4.519,1.083,0,2.5,2.007,0.015,13,0,0.063,5.522,1,0.5,0.286,0.214,0.623,0.158,0.006,1,0,0.866,0.134,0.258,0.742
157,335,Royal River,New Gloucester,25 m above Cobbs Bridge Rd. crossing,e,Southwest Interior,1060001,A,Basket or Artificial Substrate,6.1,30.5,47.48,,,,212.333,48,4,3.667,3.518,5.087,0.312,0.396,35.759,74.241,0.947,0.002,2.667,6.633,0.017,18,0.349,0.104,95.189,2.286,0.643,0.143,0.475,0.471,0.053,0.002,1,0,0.994,0.006,0.344,0.656
158,336,Crooked River,Waterford,Above Rt. 118; 1.6 km east of Rt.35 crossing,w,Western Mountains,1060001,,Basket or Artificial Substrate,10.7,50.8,55.92,21.5,,,401,37,7,20,2.789,3.093,0.086,0.432,83.983,3.017,1.063,0.002,6,3.044,0.05,17,0,0.081,9.106,8,0.714,0.286,0.766,0.23,0.004,0,1,0,1,0,0.977,0.023
159,337,Tunk Stream,T10 SD,Tunk Lake Outlet: 10 m below Rt. 182 crossing,e,East Coastal Region,1050002,B,Basket or Artificial Substrate,7,30,0,14,,,256.667,20,7.667,17,1.603,4.027,0.129,0.25,187.662,1.004,2.4,0,7.667,0,0.066,12,0,0.1,1.004,14.25,0.429,0.286,0.284,0.646,0.065,0.005,1,0,0.942,0.058,0.388,0.612
160,338,Aroostook River,Ashland,below Little Machias River,e,Aroostook Hills,1010004,A,Basket or Artificial Substrate,,,,,,,90.667,26,5.333,55,3.346,3.321,0.048,0.192,0.333,0.667,3,0.007,5.333,1.083,0.607,15,0,0.038,2.472,38.333,0.5,0.143,0.861,0.137,0.002,0,1,0,1,0,0.971,0.029
161,339,Aroostook River,Ashland,above Sheridan dam,e,Aroostook Hills,1010004,A,Basket or Artificial Substrate,,,,,,,64,23,3.667,35.667,3.6,3.411,0.047,0.13,0.667,4.333,5.333,0,3.667,1.2,0.557,16,0,0.043,4.333,19.333,0.5,0.286,0.866,0.131,0.003,0,1,0,1,0,0.99,0.01
20,340,East Branch Sebasticook,Corinna,0.13 km below Corinna POTW,e,Central Interior,1030003,NA,Basket or Artificial Substrate,8,,,,,,77.5,13,0,0,1.435,4.052,0.071,0.385,61.5,0.5,0.4,0,0,0,0,2,0.5,0,2.944,0,0,0,0,0,0,1,0,1,0,1,0.004,0.996
32,341,Kennebec River,Augusta,3.9 km below Augusta POTW,e,Central Interior,1030003,B,Basket or Artificial Substrate,0,0,0,0,,,343,26,1.333,31.667,2.931,4.538,0.068,0.231,103.333,87,2.333,0,0.333,0.333,0.092,14,0.333,0.077,108,15.667,0.5,0,0.204,0.574,0.219,0.002,1,0,0.822,0.178,0.015,0.985
29,342,Kennebec River,Augusta,0.4 km above Edwards dam,e,Central Interior,1030003,NA,Basket or Artificial Substrate,0,0,0,0,,,115,13,0,0,2.164,4.472,0.003,0.077,0,1.667,5,0.197,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0.005,0.995
168,343,Kennebec River,Sidney,Sidney Gage:  18.8 km above Edwards dam,e,Central Interior,1030003,NA,Basket or Artificial Substrate,0,0,0,0,,,190.333,19,0.333,3.667,2.31,5.882,0.011,0.211,0,13.667,2.25,0.14,0.333,1.667,0.019,9,1,0.053,13.667,3.333,0.286,0,0.007,0.078,0.4,0.514,0,1,0.001,0.999,0.004,0.996
239,344,Kennebec River,Winslow,1.8 km below Kennebec POTW,e,Central Interior,1030003,B,Basket or Artificial Substrate,0,0,0,0,,,584.667,29,0.333,39.333,3.29,4.941,0.071,0.241,129.667,120.667,2.286,0.018,0,2,0.067,16,0.333,0.034,158,19.333,0.571,0.143,0.051,0.355,0.59,0.004,1,0,0.173,0.827,0.017,0.983
162,345,Moxie Stream,The Forks Plt,.3 km below Moxie Pond dam,w,Central Mountains,1030001,B,Basket or Artificial Substrate,,,,23.4,,,309.667,38,0.667,70.333,3.66,3.319,0.157,0.289,44,4,1.182,0.006,0.667,4.333,0.227,13,0.333,0.026,4.333,3,0.571,0.143,0.704,0.279,0.017,0,1,0,0.996,0.004,0.872,0.128
162,346,Moxie Stream,The Forks Plt,.3 km below Moxie Pond dam,w,Central Mountains,1030001,A,Basket or Artificial Substrate,,,,23.5,,,558,34,1.667,72.333,3.496,4.276,0.111,0.235,117.667,91.667,1.875,0.001,1.667,5.667,0.13,15,0,0.059,91.667,33.833,0.643,0,0.312,0.585,0.102,0,1,0,0.977,0.023,0.046,0.954
163,347,Saco River,"Conway, NH",Above Swans Falls dam,w,Southwest Interior,1060002,A,Basket or Artificial Substrate,,,,,,,105,26,33,25.5,3.808,3.815,0.229,0.462,16.5,0,1.167,0,8,7,0.243,14,0,0.154,3,9,0.643,0.286,0.792,0.204,0.004,0,1,0,1,0,0.983,0.017
164,348,Saco River,Fryeburg,Below Swans Falls dam,w,Southwest Interior,1060002,A,Basket or Artificial Substrate,,,,,,,158.333,36,22,36,3.866,3.348,0.141,0.389,17.333,13.333,1.214,0,11,5.667,0.227,17,0,0.167,18,19,0.786,0.143,0.889,0.111,0.001,0,1,0,1,0,0.984,0.016
139,349,Kennebec River,Big Squaw Twp,East Outlet Moosehead - below outlet,w,Central Mountains,1030001,,Basket or Artificial Substrate,,6.1,0.1,21,,,706,24,2,105,2.579,4.532,0.203,0.417,331.44,17.56,1.3,0.002,2,7.667,0.149,13,1.333,0.083,111.226,7.627,0.643,0.143,0.054,0.522,0.424,0.001,1,0,0.152,0.848,0.023,0.977
165,350,Kennebec River,Bingham,0.3 km below Wyman dam,w,Central Mountains,1030003,NA,Basket or Artificial Substrate,,91.4,,20.3,,,49,25,0,2,3.894,5.376,0.367,0.48,1,0,0.5,0.143,0,1.2,0.041,6,1.2,0,3.6,1.667,0.143,0,0.001,0.005,0.549,0.446,0,1,0,1,0.004,0.996
165,351,Kennebec River,Bingham,0.3 km below Wyman dam,w,Central Mountains,1030003,C,Basket or Artificial Substrate,,91.5,10.7,20.4,,,90.667,30,0.667,9.333,3.726,5.333,0.287,0.367,21.713,4.62,1.091,0.055,0.667,6.158,0.103,12,5.132,0.033,4.962,1.667,0.5,0.143,0.179,0.401,0.412,0.009,1,0,0.091,0.909,0.085,0.915
166,352,Saco River,Dayton,0.25 km below Skelton dam,s,South Coastal Region,1060002,NA,Basket or Artificial Substrate,,,,21,,,156.333,21,0,0,3.243,5.308,0.36,0.476,0.667,0,0.5,0.301,0,11,0,5,0.333,0,2.333,0,0,0,0,0,0,1,0,1,0,1,0.004,0.996
166,353,Saco River,Dayton,0.25 km below Skelton dam,s,South Coastal Region,1060002,NA,Basket or Artificial Substrate,,,,21.9,,,469,28,0.667,0.333,1.796,5.6,0.102,0.357,0.333,0,0.9,0.728,0.667,7.333,0.001,9,5.333,0.036,6.333,0,0.143,0,0.002,0.031,0.087,0.879,0,1,0,1,0.005,0.995
167,354,Saco River,Standish,0.25 km below West Buxton dam,w,Southwest Interior,1060002,NA,Basket or Artificial Substrate,,,,19.4,,,165.333,23,0,11.333,1.879,5.7,0.026,0.217,0.333,1,1.8,0.02,0,0.333,0.069,9,0,0,1.333,2.667,0.214,0,0,0.002,0.17,0.829,0,1,0.001,0.999,0.006,0.994
167,355,Saco River,Standish,0.25 km below West Buxton dam,w,Southwest Interior,1060002,,Basket or Artificial Substrate,,,,19.3,,,72.333,14,0,3,2.433,4.691,0.009,0.071,0,0.333,8,0.078,0,0,0.041,8,0,0,0.333,1.667,0.214,0,0,0.002,0.07,0.928,0,1,0.001,0.999,0.009,0.991
168,356,Kennebec River,Sidney,Sidney Gage:  18.8 km above Edwards dam,e,Central Interior,1030003,A,Basket or Artificial Substrate,65,300,,20,,9.5,402.667,32,4.333,153,3.349,3.742,0.035,0.344,15.704,22.203,1.545,0,4.333,6.667,0.38,17,1,0.063,22.203,45.831,0.714,0.429,0.617,0.369,0.015,0,1,0,0.999,0.001,0.958,0.042
169,357,Kennebec River,Sidney,7 Mile Island; 7.6 km above Edwards dam,e,Central Interior,1030003,NA,Basket or Artificial Substrate,,450,,20.6,,8,109,20,0.333,13.333,2.265,4.143,0.018,0.1,0,0.667,5,0.098,0.333,0.8,0.122,10,0,0.05,0.667,10.091,0.357,0.143,0.378,0.425,0.156,0.04,0.988,0.012,0.764,0.236,0.288,0.712
276,358,Salmon Falls River,Berwick,"60 m. below Stone Dam, Berwick, above Berwick STP",s,Southwest Interior,1060003,C,Basket or Artificial Substrate,9.1,61,,19,,,1436,19,0,60,2.324,3.821,0.062,0.368,663.032,12.203,1.571,0,0,21.333,0.042,11,0,0,12.203,28,0.429,0,0,0.005,0.913,0.082,0.994,0.006,0.005,0.995,0.006,0.994
52,359,Salmon Falls River,Berwick,50 m below Berwick POTW,s,Southwest Interior,1060003,C,Basket or Artificial Substrate,10,91.4,,20,,,5648,35,13.333,60,3.093,4.313,0.39,0.371,1062.691,231.324,1.231,0.001,13.333,973.026,0.011,16,0,0.057,247.363,30.963,0.5,0.143,0.014,0.449,0.537,0.001,1,0,0.12,0.88,0.01,0.99
74,360,Sheepscot River,Whitefield,Above Rt. 126 Bridge at USGS gage,e,Central Interior,1050003,A,Basket or Artificial Substrate,18,76.2,41.66,22,,,986.667,31,18.667,46.667,2.93,3.301,0.177,0.419,212.422,5.665,1.231,0,18.667,40.308,0.047,16,0,0.065,7.008,23,0.643,0.286,0.484,0.502,0.013,0,1,0,0.999,0.001,0.747,0.253
30,361,Bond Brook,Augusta,24 m above I-95 overpass,e,Central Interior,1030003,B,Basket or Artificial Substrate,9.1,30.5,20.83,16,,,1022.333,47,5.667,114,3.219,4.606,0.525,0.383,213.135,5.844,1.333,0,5,157.155,0.112,24,0,0.064,11.863,12.579,0.857,0.429,0.232,0.706,0.062,0,1,0,0.999,0.001,0.679,0.321
31,362,Bond Brook,Augusta,40 m above Rt. 27 bridge crossing,e,Central Interior,1030003,,Basket or Artificial Substrate,4.6,61,32,16,,,184,31,2,35,3.541,4.828,0.457,0.484,34.81,8.19,0.933,0.011,1,6,0.19,14,0,0.065,14.19,1,0.571,0.286,0.265,0.551,0.183,0,1,0,0.928,0.072,0.32,0.68
170,363,Sabattus River,Lisbon,"Below Maine Electronics, 40 m below dam",e,Central Interior,1040002,C,Basket or Artificial Substrate,13.7,35.6,45.72,22,,,942.667,41,0,20.667,2.808,5.205,0.588,0.366,173.196,123.471,0.933,0,0,42.615,0.022,14,0,0,134.97,4,0.357,0,0,0.012,0.878,0.11,0.989,0.011,0.004,0.996,0.003,0.997
76,364,Thompson Lake Outlet,Oxford,"Above Robinson MFG, 70 m below dam",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,6.1,35.6,32.51,,,,3228,33,0,13.333,1.917,5.089,0.078,0.455,467.686,2028.314,0.733,0,0,156.631,0.004,11,4.086,0,2050.106,2.667,0.286,0,0,0.002,0.589,0.41,0.069,0.931,0.001,0.999,0.001,0.999
78,365,Thompson Lake Outlet,Oxford,"0.35 km below Robinson outfall, 50 m below Rt 121 Bridge",w,Southwest Interior,1040002,NA,Basket or Artificial Substrate,6.1,38.1,89.41,,,,1576,17,0,45.333,1.708,4.165,0.032,0.353,196.584,255.416,1.167,0.001,0,0,0.029,7,0,0,255.416,1.333,0.286,0,0,0.009,0.829,0.162,0.937,0.063,0.001,0.999,0.002,0.998
43,366,Little Androscoggin River,Paris,45 m above POTW,w,Southwest Interior,1040002,A,Basket or Artificial Substrate,7.6,38.1,37.08,,,,555.333,35,6.333,121,2.852,3.782,0.068,0.343,289.12,20.8,1.5,0,6.333,4,0.218,18,0,0.086,20.8,17.006,0.786,0.286,0.443,0.527,0.03,0,1,0,0.999,0.001,0.703,0.297
46,367,Little Androscoggin River,Paris,"Above Norway POTW, below So. Paris POTW at Oxford St. gravel pit",w,Southwest Interior,1040002,A,Basket or Artificial Substrate,,30.5,44.2,,,,1291.667,70,9,210.667,3.29,3.485,0.118,0.357,508.978,34.217,1.04,0.005,9,26.064,0.163,26,0.338,0.043,36.586,49.596,0.929,0.857,0.729,0.269,0.002,0,1,0,1,0,1,0
90,368,East Branch Sebasticook,Corinna,60 m above Corinna POTW,e,Central Interior,1030003,C,Basket or Artificial Substrate,7.6,38,52.86,21.8,,8.199999809,597.333,20,0,271,2.205,4.049,0.002,0.3,243.915,44.752,1.833,0,0,0.333,0.454,11,0,0,45.085,66,0.357,0,0.002,0.024,0.94,0.034,1,0,0.037,0.963,0.003,0.997
20,369,East Branch Sebasticook,Corinna,0.13 km below Corinna POTW,e,Central Interior,1030003,,Basket or Artificial Substrate,7.6,35.6,48.77,22,,8.199999809,32.667,17,0,5,3.047,4.791,0.296,0.353,6.667,0,1.167,0.051,0,0,0.153,7,0,0,9,0.333,0.214,0.143,0.002,0.007,0.411,0.58,0,1,0.001,0.999,0.013,0.987
67,370,Stroudwater River,Gorham,0.25 km above Maine Metal Finishing site,s,South Coastal Region,1060001,,Basket or Artificial Substrate,6.1,45.7,45.21,19.2,,9.199999809,450.333,64,3,193.333,3.978,4.101,0.238,0.391,37.923,27.41,0.88,0.001,2.333,7.367,0.429,22,0.351,0.047,35.128,116.011,0.857,0.429,0.781,0.216,0.003,0,1,0,1,0,0.993,0.007
66,371,Stroudwater River,Gorham,"From Rt 22, about 150 m below Maine Metal Finishing site",s,South Coastal Region,1060001,A,Basket or Artificial Substrate,10.7,50.8,0.99,,,,365,69,6,97.333,4.291,5.039,0.346,0.377,8.388,49.946,0.962,0.005,5,12.359,0.267,25,2.736,0.029,99.724,79.261,0.929,0,0.703,0.293,0.005,0,1,0,1,0,0.689,0.311
240,372,Stroudwater River,Gorham,"From Rt. 22, about .4 km below Maine Metal Finishing site",s,South Coastal Region,1060001,,Basket or Artificial Substrate,10.7,27.9,15.75,,,,785.667,58,10.333,198,3.564,5.114,0.389,0.414,34.179,151.821,0.875,0.007,9,20.243,0.252,21,4.386,0.052,235.827,169.816,0.929,0.286,0.375,0.606,0.019,0,1,0,0.999,0.001,0.505,0.495
155,373,Pleasant River,Windham,Above Pope Rd. bridge,s,Southwest Interior,1060001,A,Basket or Artificial Substrate,13.7,43.2,55.37,18.8,,9.199999809,612,30,13.333,257.333,3.007,3.977,0.109,0.367,202.537,6.797,1.455,0,13.333,0,0.42,16,0,0.067,8.157,60,0.643,0.429,0.366,0.604,0.03,0,1,0,1,0,0.768,0.232
141,374,Eddy Brook,New Gloucester,100 m above IF&W fish hatchery,w,Southwest Interior,1060001,,Basket or Artificial Substrate,2.4,38.1,60.1,9.5,,10.80000019,47,15,16.333,24.667,2.698,3.386,0.014,0.133,2.667,0,6.5,0,0,0,0.525,13,0.333,0.2,0,0.333,0.643,0,0.878,0.121,0.002,0,1,0,1,0,0.994,0.006
142,375,Eddy Brook,New Gloucester,30 m below IF&W hatchery outfall,e,Southwest Interior,1060001,B,Basket or Artificial Substrate,1.5,33,45.72,12,,9.899999619,2232,41,9.333,181.333,2.868,4.739,0.636,0.512,317.333,0,0.571,0.044,0,81.342,0.081,12,37.224,0.073,5.515,0,0.643,0.143,0.074,0.77,0.156,0,1,0,0.878,0.122,0.079,0.921
241,378,Sebasticook River,Burnham,0.91 km above Burnham dam,e,Central Interior,1030003,,Cone,59.4,600,,21.5,,,95,19,0,15,3.377,7.623,0.105,0.263,0,0,0.6,0.074,0,4,0.158,3,0,0,3,0,0.143,0,0,0,0.605,0.395,0.001,0.999,0,1,0.006,0.994
173,379,West Branch Penobscot River,Medway,Above Medway Dam; Rockabema Impoundment,e,Eastern Lowlands,1020001,C,Cone,,400,,,,,760,32,0,50.667,3.602,7.587,0.374,0.25,0,66.543,1.625,0.049,0,238.453,0.067,13,54.679,0,69.222,22.667,0.357,0,0,0.001,0.964,0.035,0.998,0.002,0,1,0.003,0.997
174,380,Kennebec River,Skowhegan,1.7 km above Weston dam; 5.8 km below Norridgewok POTW,e,Western Foothills,1030003,NA,Cone,,550,,17,,,191.667,28,0,0.333,1.244,6.606,0.028,0.286,0,0.333,0.75,0.847,0,0.333,0.002,6,0.667,0,1.333,0.333,0.071,0,0,0,0.001,0.999,0,1,0,1,0.005,0.995
242,381,Royal River,Yarmouth,90 m below Bridge St. dam,e,Midcoast Region,1060001,A,Basket or Artificial Substrate,24.3,91.4,,,,,678,48,2,66.5,3.718,4.193,0.107,0.313,177.35,53.152,1.667,0.006,2,17.734,0.098,25,0,0.042,58.89,14.423,0.857,0.143,0.481,0.481,0.038,0,1,0,1,0,0.503,0.497
175,382,Saco River,Fryeburg,0.20 km above Swans Falls dam,w,Southwest Interior,1060002,B,Cone,,320,,14,,,312.5,27,1.5,254.5,1.638,2.274,0.029,0.185,0,0,2.6,0.008,0,3.5,0.814,13,0,0.037,4.5,2.783,0.571,0.143,0.802,0.196,0.002,0,1,0,1,0,0.949,0.051
176,383,Penobscot River,Veazie,Above Bangor Hydro and Veazie Dam,e,Central Interior,1020005,C,Cone,300,620,,20,,,192.333,28,6.333,12.333,2.995,5.769,0.433,0.286,6.333,5.333,1.375,0.019,6.333,1.55,0.064,11,0.388,0.036,5.721,13.381,0.214,0,0.109,0.614,0.272,0.005,1,0,0.244,0.756,0.008,0.992
153,384,Little Madawaska River,Caribou,above Loring Air Force Base,e,Aroostook Lowlands,1010004,A,Basket or Artificial Substrate,12.2,171.5,,,,,174.667,32,3,47,2.654,3.763,0.04,0.344,94.31,1.357,1.636,0,2,1.4,0.269,18,0,0.094,2.407,15.51,0.786,0.286,0.658,0.326,0.016,0,1,0,0.999,0.001,0.959,0.041
177,385,Little Madawaska River,Caribou,above Nichols Brook; below Loring Air Force Base,e,Aroostook Lowlands,1010004,B,Basket or Artificial Substrate,9.1,165.1,,,,,2674.667,50,16.333,140.333,2.302,4.554,0.308,0.36,1649.96,2.04,1.278,0.001,11.667,129.164,0.052,23,0,0.1,366.241,5.615,0.929,0.286,0.012,0.428,0.556,0.004,1,0,0.381,0.619,0.076,0.924
243,386,Salmon Falls River,South Berwick,"140 m below Rollingsford, NH POTW",s,Southwest Interior,1060003,NA,Cone,,121.9,,,,,91.667,26,0,19.667,3.034,6.453,0.175,0.269,0,0.333,1,0.007,0,13.565,0.215,7,0.348,0,1.377,1.133,0.286,0,0,0.003,0.656,0.341,0.025,0.975,0.001,0.999,0.008,0.992
178,387,Salmon Falls River,Milton Twp,60 m below Fox Ridge Rd Bridge and dam (Milton Mills),w,Southwest Interior,1060003,A,Basket or Artificial Substrate,6.1,30.5,76.71,18,,,247.667,26,16.333,13.333,2.151,3.773,0.032,0.346,115.333,0.667,1.333,0,16.333,0.667,0.054,12,0,0.077,1,10.667,0.571,0.286,0.593,0.394,0.012,0,1,0,0.997,0.003,0.909,0.091
179,388,Salmon Falls River,Milton Twp,0 .25 km below tannery lagoons,w,Southwest Interior,1060003,A,Basket or Artificial Substrate,7.6,45.7,32,18,,,204,57,2.667,44.667,3.888,4.307,0.109,0.316,41.227,34.106,1.167,0,2.333,2,0.219,21,0.333,0.018,36.439,35.323,0.786,0.143,0.806,0.19,0.004,0,1,0,1,0,0.948,0.052
29,389,Kennebec River,Augusta,0.4 km above Edwards dam,e,Central Interior,1030003,NA,Cone,300,700,,20.5,,,54,22,0.333,1.667,2.013,5.399,0.049,0.227,0.502,37.164,2,0.012,0.333,1.778,0.031,10,0,0.045,37.609,1.167,0.214,0,0.024,0.072,0.124,0.78,0,1,0.002,0.998,0.003,0.997
169,390,Kennebec River,Sidney,7 Mile Island; 7.6 km above Edwards dam,e,Central Interior,1030003,,Basket or Artificial Substrate,,,,,,,29,17,0,8,2.989,5.869,0.057,0.235,0,2.667,1.75,0.034,0,0.333,0.276,7,0,0,3,7.188,0.214,0.143,0,0.002,0.277,0.721,0,1,0.002,0.998,0.014,0.986
168,391,Kennebec River,Sidney,Sidney Gage:  18.8 km above Edwards dam,e,Central Interior,1030003,B,Basket or Artificial Substrate,65,,,,,,243,20,1,46,2.748,3.786,0.095,0.25,51.158,11.724,2.8,0,0,1,0.189,14,0,0.05,11.724,25.92,0.5,0.143,0.363,0.525,0.111,0.001,1,0,0.994,0.006,0.197,0.803
128,394,Penobscot River,Lincoln,"4 km below Lincoln Pulp and Paper, west bank (out of plume)",e,Eastern Lowlands,1020005,A,Cone,110,183,39.99,,,,230,46,6.333,54,3.692,4.132,0.033,0.283,23.747,67.954,1.385,0.004,6.333,2.825,0.235,18,0.404,0.043,69.568,31.232,0.714,0.286,0.796,0.2,0.004,0,1,0,0.999,0.001,0.971,0.029
180,395,Penobscot River,Lincoln,Below Mahackanock Island and confluence of Mattamiscontis Stream,e,Eastern Lowlands,1020005,,Cone,110,183,39.99,,,,35.667,33,1.667,13.667,4.17,4.479,0.084,0.121,0.333,3.333,3.75,0.084,1.667,0.375,0.383,15,0,0.03,4.833,5,0.429,0,0.814,0.172,0.014,0,1,0,0.999,0.001,0.829,0.171
129,396,Penobscot River,Lincoln,"4 km below Lincoln Pulp and Paper, east bank (in plume)",e,Eastern Lowlands,1020005,,Cone,110,152.4,,,,,319.667,55,5.667,69,4.116,4.391,0.06,0.2,2.667,25.333,1.636,0.221,5.333,6.333,0.216,18,4,0.036,34,15.269,0.5,0.429,0.791,0.206,0.003,0,1,0,0.999,0.001,0.986,0.014
130,397,Penobscot River,Lincoln,3 km above Lincoln Pulp an Paper,e,Eastern Lowlands,1020005,,Cone,110,76.2,39.99,,,,45,32,1.667,28,3.416,4.169,0.059,0.125,0.667,1,3,0.022,1.667,1.143,0.622,12,0.333,0.063,2.143,8.3,0.5,0.143,0.806,0.184,0.01,0,1,0,0.999,0.001,0.949,0.051
104,401,Martin Stream,Turner,Below Decoster Egg Farm,e,Central Interior,1040002,B,Basket or Artificial Substrate,8.4,43.2,21.34,18,,,364,43,1.667,59.333,3.756,4.862,0.304,0.279,30.667,120,1.667,0,0,12.667,0.163,20,12,0.07,144.333,31.333,0.714,0.143,0.336,0.573,0.09,0,1,0,0.986,0.014,0.155,0.845
